,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
1458,U001,200762301,C&S WH associates,2020-03-13 07:17:53.664062500,2020.0,1930571475.0,2020-02-28,2020-03-14,2020-02-28,NAC6,22772.39,67,,,,28,2,2020,14,3,2020,28,2,2020,24,433,
1459,U001,200769623,WAL-MAR in,2020-03-31 01:12:37.687500000,2020.0,1930605242.0,2020-03-04,2020-03-19,2020-03-04,NAH4,9545.87,67,,,,4,3,2020,19,3,2020,4,3,2020,32,2981,0-15
1460,U001,200769623,WAL-MAR corp,2020-03-25 05:36:44.734375000,2020.0,1930637506.0,2020-03-12,2020-03-27,2020-03-12,NAH4,28893.24,67,,,,12,3,2020,27,3,2020,12,3,2020,32,2978,
1461,U001,200762301,C&S WH corporation,2020-05-14 07:17:53.664062500,2020.0,1930839505.0,2020-04-30,2020-05-15,2020-04-30,NAC6,23089.39,67,,,,30,4,2020,15,5,2020,30,4,2020,24,436,
1462,U001,200881076,ALBERT co,2020-05-21 16:44:16.671875000,2020.0,1930653093.0,2020-03-16,2020-05-20,2020-03-16,NAGD,13282.7,67,,,,16,3,2020,20,5,2020,16,3,2020,31,70,0-15
1463,U001,200936373,SUPE associates,2020-03-25 21:58:57.359375000,2020.0,1930636716.0,2020-03-12,2020-03-27,2020-03-12,NAA8,72424.67,67,,,,12,3,2020,27,3,2020,12,3,2020,19,2640,
1464,U001,200792734,MDV/ us,2020-04-19 18:06:10.632812500,2020.0,1930754008.0,2020-04-06,2020-04-21,2020-04-06,NAA8,12886.48,67,,,,6,4,2020,21,4,2020,6,4,2020,19,1843,
1465,CA02,140104409,LOB us,2020-04-19 01:06:02.306396484,2020.0,2960627540.0,2020-04-08,2020-04-19,2020-04-09,CA10,44968.72,67,,,,8,4,2020,19,4,2020,9,4,2020,5,1666,0-15
1466,CA02,140106227,LOUD in,2020-03-10 09:46:24.000000000,2020.0,2960617807.0,2020-02-29,2020-03-14,2020-03-04,CA10,13441.22,67,,,,29,2,2020,14,3,2020,4,3,2020,5,2905,
1467,U001,200762301,C&S WH corporation,2020-05-01 02:33:48.062500000,2020.0,1930782675.0,2020-04-14,2020-04-29,2020-04-14,NAC6,54349.47,67,,,,14,4,2020,29,4,2020,14,4,2020,24,436,0-15
1468,U001,200744019,TARG foundation,2020-06-01 23:09:44.250000000,2020.0,1930856885.0,2020-05-05,2020-05-20,2020-05-05,NAA8,1380.4,67,,,,5,5,2020,20,5,2020,5,5,2020,19,2775,0-15
1469,U001,200769623,WAL-MAR foundation,2020-03-21 08:10:46.062500000,2020.0,1930624116.0,2020-03-08,2020-03-23,2020-03-08,NAH4,53169.79,67,,,,8,3,2020,23,3,2020,8,3,2020,32,2980,
1470,U001,200418007,AM foundation,2020-05-31 08:21:02.125000000,2020.0,1930840816.0,2020-05-01,2020-05-16,2020-05-01,NAA8,22479.66,67,,,,1,5,2020,16,5,2020,1,5,2020,19,90,16-30
1471,U001,200769623,WAL-MAR trust,2020-05-21 23:10:23.312500000,2020.0,1930884507.0,2020-05-10,2020-05-25,2020-05-10,NAH4,29454.29,67,,,,10,5,2020,25,5,2020,10,5,2020,32,2984,
1472,U001,200769623,WAL-MAR corporation,2020-05-07 11:40:40.835937500,2020.0,1930800763.0,2020-04-21,2020-05-06,2020-04-21,NAH4,15048.85,67,,,,21,4,2020,6,5,2020,21,4,2020,32,2979,0-15
1473,U001,200769623,WAL-MAR trust,2020-04-26 10:02:25.000000000,2020.0,1930725804.0,2020-04-01,2020-04-16,2020-04-01,NAH4,1898.9,67,,,,1,4,2020,16,4,2020,1,4,2020,32,2984,0-15
1474,U001,200230690,DECA foundation,2020-03-10 22:39:31.321777344,2020.0,1930599176.0,2020-03-04,2020-03-11,2020-03-01,NAM2,6296.72,67,,,,4,3,2020,11,3,2020,1,3,2020,34,726,
1475,U001,200769623,WAL-MAR co,2020-04-04 00:41:36.296875000,2020.0,1930685311.0,2020-03-21,2020-04-05,2020-03-21,NAH4,943.12,67,,,,21,3,2020,5,4,2020,21,3,2020,32,2977,
1476,U001,200763489,GENERAL co,2020-05-03 12:32:54.359375000,2020.0,1930795073.0,2020-04-17,2020-05-02,2020-04-17,NAA8,19937.8,67,,,,17,4,2020,2,5,2020,17,4,2020,19,1044,0-15
1477,CA02,140105686,SYSC co,2020-03-29 11:48:08.625000000,2020.0,2960622901.0,2020-03-19,2020-04-04,2020-03-25,CA10,4810.47,67,,,,19,3,2020,4,4,2020,25,3,2020,5,2691,
1478,U001,200020431,DEC corp,2020-04-10 22:16:41.343750000,2020.0,1930681950.0,2020-03-21,2020-04-08,2020-03-16,NAM4,12.96,67,,,,21,3,2020,8,4,2020,16,3,2020,36,713,0-15
1479,U001,200230690,DECA corp,2020-03-13 07:27:33.390625000,2020.0,1930586530.0,2020-03-02,2020-03-11,2020-03-01,NAM2,1700.49,67,,,,2,3,2020,11,3,2020,1,3,2020,34,724,0-15
1480,U001,200707822,PUBLI corp,2020-03-18 13:40:39.203125000,2020.0,1930584964.0,2020-03-04,2020-03-19,2020-03-04,NAA8,25340.34,67,,,,4,3,2020,19,3,2020,4,3,2020,19,2204,
1481,U001,200769623,WAL-MAR systems,2020-03-21 21:20:52.984375000,2020.0,1930621223.0,2020-03-09,2020-03-24,2020-03-09,NAH4,21045.35,67,,,,9,3,2020,24,3,2020,9,3,2020,32,2983,
1482,U001,200705742,DOT ,2020-04-13 04:14:48.273437500,2020.0,1930643182.0,2020-03-13,2020-04-14,2020-03-13,NA32,1631.27,67,,,,13,3,2020,14,4,2020,13,3,2020,12,825,
1483,U001,200760666,KEHE  us,2020-05-06 04:09:02.596679688,2020.0,1930797645.0,2020-04-21,2020-05-06,2020-04-21,NAA8,3983.22,67,,,,21,4,2020,6,5,2020,21,4,2020,19,1467,0-15
1484,U001,100030964,NATURA foundation,2020-05-06 13:18:27.875000000,2020.0,1930800373.0,2020-04-20,2020-05-05,2020-04-20,NAA8,10674.7,67,,,,20,4,2020,5,5,2020,20,4,2020,19,2905,0-15
1485,U001,200770677,KRAS us,2020-05-15 04:20:16.359375000,2020.0,1930838153.0,2020-05-01,2020-05-16,2020-05-01,NAA8,51715.23,67,,,,1,5,2020,16,5,2020,1,5,2020,19,1542,
1486,U001,200769623,WAL-MAR foundation,2020-05-25 01:11:30.531250000,2020.0,1930883543.0,2020-05-11,2020-05-26,2020-05-11,NAH4,76753.06,67,,,,11,5,2020,26,5,2020,11,5,2020,32,2980,
1487,U001,100026401,TRUI trust,2020-04-08 22:49:52.476562500,2020.0,1930635436.0,2020-03-11,2020-04-10,2020-03-11,NAD5,35907.6,67,,,,11,3,2020,10,4,2020,11,3,2020,28,2905,
1488,U001,200152991,JET corp,2020-03-20 16:10:31.431640625,2020.0,1930616882.0,2020-03-06,2020-03-21,2020-03-06,NAA8,16983.39,67,,,,6,3,2020,21,3,2020,6,3,2020,19,1399,
1489,U001,200769623,WAL-MAR trust,2020-05-16 22:45:14.187500000,2020.0,1930860097.0,2020-05-06,2020-05-21,2020-05-06,NAH4,52635.88,67,,,,6,5,2020,21,5,2020,6,5,2020,32,2984,
1490,U001,2013,KRAFT F foundation,2020-03-22 22:20:16.968750000,2020.0,1930706067.0,2020-03-26,2020-03-26,2020-03-26,NAX2,9.8,67,,,,26,3,2020,26,3,2020,26,3,2020,66,1529,
1491,U001,200769623,WAL-MAR systems,2020-05-17 22:38:10.750000000,2020.0,1930856703.0,2020-05-06,2020-05-21,2020-05-06,NAH4,56363.92,67,,,,6,5,2020,21,5,2020,6,5,2020,32,2983,
1492,U001,200772670,ASSOCIAT co,2020-05-01 08:40:29.687500000,2020.0,1930785877.0,2020-04-14,2020-04-29,2020-04-14,NAU5,83190.62,67,,,,14,4,2020,29,4,2020,14,4,2020,47,178,0-15
1493,U001,200769623,WAL-MAR foundation,2020-05-11 05:14:09.171875000,2020.0,1930832754.0,2020-04-28,2020-05-13,2020-04-28,NAH4,39820.52,67,,,,28,4,2020,13,5,2020,28,4,2020,32,2980,
1494,U001,200769623,WAL-MAR corp,2020-04-05 16:51:41.609375000,2020.0,1930687103.0,2020-03-24,2020-04-08,2020-03-24,NAH4,29395.9,67,,,,24,3,2020,8,4,2020,24,3,2020,32,2978,
1495,U001,200769623,WAL-MAR llc,2020-04-26 19:48:15.953125000,2020.0,1930779194.0,2020-04-14,2020-04-29,2020-04-14,NAH4,2352.97,67,,,,14,4,2020,29,4,2020,14,4,2020,32,2982,
1496,U001,100044041,DEF. F foundation,2020-03-25 13:44:16.375000000,2020.0,1930599347.0,2020-03-04,2020-03-24,2020-03-01,NAM4,586.44,67,,,,4,3,2020,24,3,2020,1,3,2020,36,733,0-15
1497,U001,200803720,DEC systems,2020-03-14 10:20:43.375000000,2020.0,1930618825.0,2020-03-07,2020-03-11,2020-03-01,NAM2,14488.9,67,,,,7,3,2020,11,3,2020,1,3,2020,34,718,0-15
1498,U001,200705372,FR us,2020-05-02 07:44:55.289062500,2020.0,1930788507.0,2020-04-16,2020-05-01,2020-04-16,NAA8,43949.18,67,,,,16,4,2020,1,5,2020,16,4,2020,19,1005,0-15
1499,U001,200769623,WAL-MAR corp,2020-05-22 09:12:36.953125000,2020.0,1930880718.0,2020-05-09,2020-05-24,2020-05-09,NAH4,2000.52,67,,,,9,5,2020,24,5,2020,9,5,2020,32,2978,
1500,U001,200762301,C&S WH llc,2020-06-24 19:58:04.784179688,2020.0,1930801339.0,2020-04-21,2020-06-25,2020-04-21,NAGD,8642.65,67,,,,21,4,2020,25,6,2020,21,4,2020,31,439,
1501,U001,200769623,WAL-MAR associates,2020-05-04 15:54:37.968750000,2020.0,1930809142.0,2020-04-22,2020-05-07,2020-04-22,NAH4,1329.23,67,,,,22,4,2020,7,5,2020,22,4,2020,32,2976,
1502,U001,200713007,KEEFE  ,2020-04-23 08:06:35.656250000,2020.0,1930760966.0,2020-04-09,2020-04-24,2020-04-09,NAA8,29988.0,67,,,,9,4,2020,24,4,2020,9,4,2020,19,2905,
1503,U001,200769623,WAL-MAR foundation,2020-05-28 13:03:52.937500000,2020.0,1930855015.0,2020-05-03,2020-05-18,2020-05-03,NAH4,471.56,67,,,,3,5,2020,18,5,2020,3,5,2020,32,2980,0-15
1504,U001,200769623,WAL-MAR foundation,2020-04-03 11:18:00.191406250,2020.0,1930683722.0,2020-03-20,2020-04-04,2020-03-20,NAH4,56399.79,67,,,,20,3,2020,4,4,2020,20,3,2020,32,2980,
1505,U001,200769623,WAL-MAR systems,2020-05-17 10:17:37.843750000,2020.0,1930855210.0,2020-05-04,2020-05-19,2020-05-04,NAH4,11908.39,67,,,,4,5,2020,19,5,2020,4,5,2020,32,2983,
1506,U001,200769623,WAL-MAR foundation,2020-04-05 20:13:27.546875000,2020.0,1930688826.0,2020-03-24,2020-04-08,2020-03-24,NAH4,60789.43,67,,,,24,3,2020,8,4,2020,24,3,2020,32,2980,
1507,U001,200769623,WAL-MAR associates,2020-03-17 17:33:37.976562500,2020.0,1930594393.0,2020-03-04,2020-03-19,2020-03-04,NAH4,56104.86,67,,,,4,3,2020,19,3,2020,4,3,2020,32,2976,
1508,U001,100031704,DELHAIZE co,2020-04-23 14:43:09.445312500,2020.0,1930769689.0,2020-04-10,2020-04-25,2020-04-10,NAA8,45309.58,67,,,,10,4,2020,25,4,2020,10,4,2020,19,736,
1509,U001,200769623,WAL-MAR in,2020-03-29 03:50:12.640625000,2020.0,1930654329.0,2020-03-16,2020-03-31,2020-03-16,NAH4,26062.31,67,,,,16,3,2020,31,3,2020,16,3,2020,32,2981,
1510,U001,200711029,WEGMAN trust,2020-04-09 22:13:09.875000000,2020.0,1930715094.0,2020-03-28,2020-04-12,2020-03-28,NAA8,31500.15,67,,,,28,3,2020,12,4,2020,28,3,2020,19,3012,
1511,U001,200762301,C&S WH corporation,2020-04-05 14:24:50.234375000,2020.0,1930670676.0,2020-03-20,2020-04-04,2020-03-20,NAC6,35571.75,67,,,,20,3,2020,4,4,2020,20,3,2020,24,436,0-15
1512,U001,200508557,FOODL associates,2020-04-24 06:35:45.933593750,2020.0,1930738972.0,2020-04-10,2020-04-25,2020-04-10,NAA8,2101.49,67,,,,10,4,2020,25,4,2020,10,4,2020,19,979,
1513,U001,200712105,WALG co,2020-04-03 07:10:28.187500000,2020.0,1930671429.0,2020-03-18,2020-04-02,2020-03-18,NAA8,52932.1,67,,,,18,3,2020,2,4,2020,18,3,2020,19,2988,0-15
1514,U001,200769623,WAL-MAR in,2020-05-30 16:46:38.750000000,2020.0,1930862614.0,2020-05-06,2020-05-21,2020-05-06,NAH4,270.84,67,,,,6,5,2020,21,5,2020,6,5,2020,32,2981,0-15
1515,U001,200705742,DOT us,2020-03-20 07:07:37.921875000,2020.0,1930586231.0,2020-03-02,2020-03-22,2020-03-02,NAD1,82880.68,67,,,,2,3,2020,22,3,2020,2,3,2020,26,835,
1516,U001,200752302,KROGER trust,2020-04-07 07:54:31.773437500,2020.0,1930693215.0,2020-03-24,2020-04-08,2020-03-24,NAA8,3838.04,67,,,,24,3,2020,8,4,2020,24,3,2020,19,1585,
1517,U001,200769623,WAL-MAR llc,2020-03-20 07:49:53.750000000,2020.0,1930611326.0,2020-03-07,2020-03-22,2020-03-07,NAH4,24037.99,67,,,,7,3,2020,22,3,2020,7,3,2020,32,2982,
1518,U001,200744019,TARG co,2020-05-08 03:59:30.171875000,2020.0,1930819987.0,2020-04-24,2020-05-09,2020-04-24,NAA8,25700.63,67,,,,24,4,2020,9,5,2020,24,4,2020,19,2772,
1519,CA02,140104429,COSTCO co,2020-03-24 09:42:55.062500000,2020.0,2960622307.0,2020-03-17,2020-03-30,2020-03-20,CA10,3833.37,67,,,,17,3,2020,30,3,2020,20,3,2020,5,626,
1520,U001,102,KRAFT  ,2020-04-08 08:41:45.617187500,2020.0,1930582440.0,2020-03-05,2020-04-09,2020-03-05,NAG2,12935.51,67,,,,5,3,2020,9,4,2020,5,3,2020,30,1513,
1521,U001,200769623,WAL-MAR corporation,2020-03-11 16:57:33.859375000,2020.0,1930580165.0,2020-02-28,2020-03-14,2020-02-28,NAH4,58703.94,67,,,,28,2,2020,14,3,2020,28,2,2020,32,2979,
1522,U001,200705742,DOT corporation,2020-04-13 00:07:59.398437500,2020.0,1930651954.0,2020-03-13,2020-04-14,2020-03-13,NA32,31382.78,67,,,,13,3,2020,14,4,2020,13,3,2020,12,829,
1523,U001,200794332,COST systems,2020-05-20 15:57:58.449218750,2020.0,1930654854.0,2020-03-17,2020-05-21,2020-03-17,NAGD,50146.62,67,,,,17,3,2020,21,5,2020,17,3,2020,31,621,
1524,U001,200750051,ALBER corp,2020-04-20 12:40:39.925781250,2020.0,1930750019.0,2020-04-06,2020-04-21,2020-04-06,NAA8,48259.43,67,,,,6,4,2020,21,4,2020,6,4,2020,19,60,
1525,U001,200726979,BJ'S  corporation,2020-04-25 00:56:11.570312500,2020.0,1930778237.0,2020-04-11,2020-04-26,2020-04-11,NAA8,745.33,67,,,,11,4,2020,26,4,2020,11,4,2020,19,316,
1526,U001,200769623,WAL-MAR in,2020-03-18 23:12:29.031250000,2020.0,1930605486.0,2020-03-06,2020-03-21,2020-03-06,NAH4,17894.42,67,,,,6,3,2020,21,3,2020,6,3,2020,32,2981,
1527,CA02,140105686,SYSC in,2020-03-28 15:37:23.734375000,2020.0,2960620869.0,2020-03-14,2020-03-31,2020-03-21,CA10,151.2,67,,,,14,3,2020,31,3,2020,21,3,2020,5,2695,
1528,CA02,140104423,METRO  foundation,2020-04-27 14:37:22.015625000,2020.0,2960628936.0,2020-04-15,2020-04-25,2020-04-15,CA10,43380.5,67,,,,15,4,2020,25,4,2020,15,4,2020,5,1874,0-15
1529,CA02,140104409,LOB co,2020-04-06 07:58:01.265625000,2020.0,2960622217.0,2020-03-17,2020-04-04,2020-03-25,CA10,59501.88,67,,,,17,3,2020,4,4,2020,25,3,2020,5,1658,0-15
1530,U001,200759878,SA foundation,2020-05-07 06:18:16.320312500,2020.0,1930801057.0,2020-04-21,2020-05-06,2020-04-21,NAH4,44179.14,67,,,,21,4,2020,6,5,2020,21,4,2020,32,2375,0-15
1531,U001,200704858,WAKE trust,2020-03-20 18:54:14.246093750,2020.0,1930606358.0,2020-03-06,2020-03-21,2020-03-06,NAA8,17083.27,67,,,,6,3,2020,21,3,2020,6,3,2020,19,2955,
1532,U001,200782669,SYGMA ,2020-04-26 21:49:12.226562500,2020.0,1930778085.0,2020-04-13,2020-04-28,2020-04-13,NAA8,25774.13,67,,,,13,4,2020,28,4,2020,13,4,2020,19,2678,
1533,U001,200762301,C&S WH llc,2020-05-18 05:09:30.523437500,2020.0,1930846697.0,2020-05-04,2020-05-19,2020-05-04,NAC6,2828.7,67,,,,4,5,2020,19,5,2020,4,5,2020,24,439,
1534,U001,200769623,WAL-MAR systems,2020-06-03 10:09:24.750000000,2020.0,1930856636.0,2020-05-04,2020-05-19,2020-05-04,NAH4,6441.42,67,,,,4,5,2020,19,5,2020,4,5,2020,32,2983,16-30
1535,U001,200762301,C&S WH foundation,2020-04-12 07:17:53.664062500,2020.0,1930711013.0,2020-03-29,2020-04-13,2020-03-29,NAC6,23400.62,67,,,,29,3,2020,13,4,2020,29,3,2020,24,437,
1536,U001,200749225,SUPER  us,2020-05-19 01:57:28.359375000,2020.0,1930855492.0,2020-05-05,2020-05-20,2020-05-05,NAA8,48669.2,67,,,,5,5,2020,20,5,2020,5,5,2020,19,2660,
1537,U001,200803720,DEC in,2020-04-22 19:34:18.718750000,2020.0,1930769279.0,2020-04-10,2020-04-24,2020-04-01,NAM4,280.92,67,,,,10,4,2020,24,4,2020,1,4,2020,36,716,
1538,U001,200769623,WAL-MAR llc,2020-03-12 20:44:16.484375000,2020.0,1930582460.0,2020-02-29,2020-03-15,2020-02-29,NAH4,16959.99,67,,,,29,2,2020,15,3,2020,29,2,2020,32,2982,
1539,U001,200418007,AM corporation,2020-04-19 01:52:34.759277344,2020.0,1930740850.0,2020-04-04,2020-04-19,2020-04-04,NAA8,19730.06,67,,,,4,4,2020,19,4,2020,4,4,2020,19,89,0-15
1540,U001,200761734,H E BUT corp,2020-05-23 05:22:01.166015625,2020.0,1930862803.0,2020-05-08,2020-05-23,2020-05-08,NAA8,9659.52,67,,,,8,5,2020,23,5,2020,8,5,2020,19,1185,0-15
1541,U001,200772670,ASSOCIAT foundation,2020-05-14 18:00:09.828125000,2020.0,1930834553.0,2020-04-28,2020-05-13,2020-04-28,NAU5,11041.14,67,,,,28,4,2020,13,5,2020,28,4,2020,47,181,0-15
1542,U001,200555117,BURR corp,2020-05-03 15:30:37.750000000,2020.0,1930738751.0,2020-04-03,2020-04-18,2020-04-03,NAA8,58553.79,67,,,,3,4,2020,18,4,2020,3,4,2020,19,381,16-30
1543,U001,200769623,WAL-MAR corporation,2020-04-06 15:58:31.492187500,2020.0,1930683738.0,2020-03-23,2020-04-07,2020-03-23,NAH4,15010.9,67,,,,23,3,2020,7,4,2020,23,3,2020,32,2979,
1544,U001,200744019,TARG foundation,2020-04-10 13:14:27.781250000,2020.0,1930708246.0,2020-03-27,2020-04-11,2020-03-27,NAA8,98752.47,67,,,,27,3,2020,11,4,2020,27,3,2020,19,2775,
1545,U001,200707822,PUBLI ,2020-03-23 05:04:06.171875000,2020.0,1930623169.0,2020-03-10,2020-03-25,2020-03-10,NAA8,128013.76,67,,,,10,3,2020,25,3,2020,10,3,2020,19,2201,
1546,CA02,100029649,LES ENTRE systems,2020-06-02 16:14:18.625000000,2020.0,2960632568.0,2020-05-06,2020-05-17,2020-05-07,CA10,10115.0,67,,,,6,5,2020,17,5,2020,7,5,2020,5,2905,16-30
1547,U001,200726979,BJ'S  systems,2020-05-08 08:31:05.863281250,2020.0,1930821772.0,2020-04-23,2020-05-08,2020-04-23,NAA8,793.48,67,,,,23,4,2020,8,5,2020,23,4,2020,19,320,0-15
1548,U001,200550425,BIG APP us,2020-03-20 05:01:55.007812500,2020.0,1930583019.0,2020-03-06,2020-03-21,2020-03-06,NAA8,23017.46,67,,,,6,3,2020,21,3,2020,6,3,2020,19,2905,
1549,U001,200759878,SA co,2020-05-14 02:49:00.843750000,2020.0,1930833089.0,2020-04-30,2020-05-15,2020-04-30,NAH4,14537.86,67,,,,30,4,2020,15,5,2020,30,4,2020,32,2372,
1550,U001,200707822,PUBLI associates,2020-04-11 14:15:16.613281250,2020.0,1930715438.0,2020-03-28,2020-04-12,2020-03-28,NAA8,18069.08,67,,,,28,3,2020,12,4,2020,28,3,2020,19,2202,
1551,U001,200769623,WAL-MAR ,2020-05-20 06:14:48.515625000,2020.0,1930859620.0,2020-05-07,2020-05-22,2020-05-07,NAH4,25731.22,67,,,,7,5,2020,22,5,2020,7,5,2020,32,2975,
1552,U001,200772595,SAFEW foundation,2020-03-25 15:54:21.119140625,2020.0,1930624284.0,2020-03-11,2020-03-26,2020-03-11,NAA8,61710.81,67,,,,11,3,2020,26,3,2020,11,3,2020,19,2388,
1553,U001,200936373,SUPE co,2020-05-17 01:05:07.890625000,2020.0,1930652449.0,2020-03-16,2020-05-20,2020-03-16,NAGD,3625.8,67,,,,16,3,2020,20,5,2020,16,3,2020,31,2641,
1554,U001,200762301,C&S WH trust,2020-05-05 03:52:40.093750000,2020.0,1930798029.0,2020-04-18,2020-05-03,2020-04-18,NAC6,78120.93,67,,,,18,4,2020,3,5,2020,18,4,2020,24,441,0-15
1555,U001,200726979,BJ'S  systems,2020-04-04 01:02:57.156250000,2020.0,1930658122.0,2020-03-16,2020-03-31,2020-03-16,NAA8,13503.1,67,,,,16,3,2020,31,3,2020,16,3,2020,19,320,0-15
1556,U001,200705742,DOT associates,2020-06-09 14:50:56.625000000,2020.0,1930841971.0,2020-04-30,2020-06-03,2020-04-30,NAAW,143.15,67,,,,30,4,2020,3,6,2020,30,4,2020,20,826,0-15
1557,U001,200769623,WAL-MAR systems,2020-06-06 13:13:03.375000000,2020.0,1930884868.0,2020-05-12,2020-05-27,2020-05-12,NAH4,84131.29,67,,,,12,5,2020,27,5,2020,12,5,2020,32,2983,0-15
1558,U001,200769623,WAL-MAR corp,2020-03-25 16:48:23.781250000,2020.0,1930646782.0,2020-03-14,2020-03-29,2020-03-14,NAH4,297.38,67,,,,14,3,2020,29,3,2020,14,3,2020,32,2978,
1559,U001,200762301,C&S WH ,2020-06-02 15:17:44.000000000,2020.0,1930854442.0,2020-05-03,2020-05-18,2020-05-03,NAC6,45958.73,67,,,,3,5,2020,18,5,2020,3,5,2020,24,432,16-30
1560,U001,200772670,ASSOCIAT ,2020-05-05 08:31:30.812500000,2020.0,1930799560.0,2020-04-17,2020-05-02,2020-04-17,NAU5,28166.17,67,,,,17,4,2020,2,5,2020,17,4,2020,47,176,0-15
1561,U001,200762301,C&S WH systems,2020-03-31 08:28:58.921875000,2020.0,1930655248.0,2020-03-16,2020-03-31,2020-03-16,NAC6,87204.37,67,,,,16,3,2020,31,3,2020,16,3,2020,24,440,0-15
1562,U001,200794332,COST co,2020-06-15 23:27:08.765625000,2020.0,1930782112.0,2020-04-15,2020-06-19,2020-04-15,NAGD,20591.59,67,,,,15,4,2020,19,6,2020,15,4,2020,31,615,
1563,U001,200749782,KROG corporation,2020-03-24 14:21:23.222656250,2020.0,1930624613.0,2020-03-10,2020-03-25,2020-03-10,NAA8,9594.26,67,,,,10,3,2020,25,3,2020,10,3,2020,19,1558,
1564,U001,200772595,SAFEW corporation,2020-05-10 12:24:01.445312500,2020.0,1930831729.0,2020-04-27,2020-05-12,2020-04-27,NAA8,2218.2,67,,,,27,4,2020,12,5,2020,27,4,2020,19,2387,
1565,U001,200790107,ROU corp,2020-04-03 10:02:53.375000000,2020.0,1930685892.0,2020-03-22,2020-04-06,2020-03-22,NAC6,144047.09,67,,,,22,3,2020,6,4,2020,22,3,2020,24,2347,
1566,U001,200769623,WAL-MAR systems,2020-05-05 00:24:55.921875000,2020.0,1930793448.0,2020-04-18,2020-05-03,2020-04-18,NAH4,2237.43,67,,,,18,4,2020,3,5,2020,18,4,2020,32,2983,0-15
1567,U001,2013,KRAFT F trust,2020-03-08 20:55:32.906250000,2020.0,1930609713.0,2020-03-07,2020-03-07,2020-03-07,NAX2,23.04,67,,,,7,3,2020,7,3,2020,7,3,2020,66,1533,0-15
1568,U001,200712187,SPAR co,2020-05-15 20:57:39.534179688,2020.0,1930847018.0,2020-05-01,2020-05-16,2020-05-01,NAA8,13047.93,67,,,,1,5,2020,16,5,2020,1,5,2020,19,2581,
1569,U001,200769623,WAL-MAR us,2020-05-29 18:26:02.687500000,2020.0,1930847684.0,2020-05-04,2020-05-19,2020-05-04,NAH4,643.47,67,,,,4,5,2020,19,5,2020,4,5,2020,32,2985,0-15
1570,U001,200416837,DEC llc,2020-04-29 17:02:16.500000000,2020.0,1930813153.0,2020-04-22,2020-04-26,2020-04-16,NAM2,21150.98,67,,,,22,4,2020,26,4,2020,16,4,2020,34,717,0-15
1571,U001,200936373,SUPE co,2020-04-08 03:10:05.656250000,2020.0,1930708757.0,2020-03-26,2020-04-10,2020-03-26,NAA8,92023.8,67,,,,26,3,2020,10,4,2020,26,3,2020,19,2641,
1572,U001,200020431,DEC llc,2020-03-26 08:18:26.419921875,2020.0,1930678783.0,2020-03-21,2020-03-26,2020-03-16,NAM2,4616.54,67,,,,21,3,2020,26,3,2020,16,3,2020,34,717,0-15
1573,U001,200776463,KROGE co,2020-03-27 11:29:54.843750000,2020.0,1930653810.0,2020-03-14,2020-03-29,2020-03-14,NAA8,120153.67,67,,,,14,3,2020,29,3,2020,14,3,2020,19,1567,
1574,CA02,140104409,LOB corporation,2020-04-22 12:11:05.468750000,2020.0,2960628486.0,2020-04-16,2020-04-27,2020-04-17,CA10,21010.28,67,,,,16,4,2020,27,4,2020,17,4,2020,5,1660,
1575,U001,100030964,NATURA us,2020-04-14 01:34:06.859375000,2020.0,1930737991.0,2020-04-02,2020-04-17,2020-04-02,NAA8,41907.85,67,,,,2,4,2020,17,4,2020,2,4,2020,19,1972,
1576,U001,2013,KRAFT F foundation,2020-03-01 23:33:34.531250000,2020.0,1930573752.0,2020-02-28,2020-02-28,2020-02-28,NAX2,8905.0,67,,,,28,2,2020,28,2,2020,28,2,2020,66,1529,0-15
1577,U001,200744019,TARG in,2020-03-26 22:30:24.312500000,2020.0,1930631754.0,2020-03-11,2020-03-26,2020-03-11,NAA8,5431.79,67,,,,11,3,2020,26,3,2020,11,3,2020,19,2776,0-15
1578,U001,200148860,DOLLA llc,2020-04-28 17:16:27.933593750,2020.0,1930783302.0,2020-04-14,2020-04-29,2020-04-14,NAA8,40362.53,67,,,,14,4,2020,29,4,2020,14,4,2020,19,803,
1579,U013,140103335,PARAM corp,2020-04-06 03:19:07.625000000,2020.0,1991839868.0,2020-03-02,2020-04-01,2020-03-02,NAVE,278.78,67,,,,2,3,2020,1,4,2020,2,3,2020,56,2058,0-15
1580,U001,200707822,PUBLI trust,2020-05-05 00:37:23.622802734,2020.0,1930803915.0,2020-04-20,2020-05-05,2020-04-20,NAA8,57456.57,67,,,,20,4,2020,5,5,2020,20,4,2020,19,2210,0-15
1581,U001,200769623,WAL-MAR systems,2020-04-12 10:14:13.500000000,2020.0,1930726507.0,2020-04-01,2020-04-16,2020-04-01,NAH4,46682.61,67,,,,1,4,2020,16,4,2020,1,4,2020,32,2983,
